,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME
804,2003,2658,Chris,Marcus,Chris Marcus,C,84.0,7' 0'',,,334.0,92.0,7' 8'',114.0,9' 6'',23.1,,,,,,,,12.0,chris-marcus
805,2001,12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',,,247.0,84.5,7' 0.5'',108.5,9' 0.5'',13.6,,,24.0,30.0,11.65,,3.45,8.0,mike-mardesich
806,2008,12262,Aleks,Maric,Aleks Maric,C,81.75,6' 9.75'',82.75,6' 10.75'',273.0,85.0,7' 1'',109.5,9' 1.5'',10.1,,,23.0,28.0,11.76,,3.35,15.0,aleks-maric
807,2005,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85.0,7' 1'',104.0,8' 8'',,,,30.5,37.0,11.64,,3.21,7.0,rawle-marshall
808,2012,203088,Kendall,Marshall,Kendall Marshall,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,31.0,37.0,12.03,,3.23,,kendall-marshall
809,2020,1630230,Naji,Marshall,Naji Marshall,SF,77.75,6'5.75'',79.0,6'7.00'',233.5,84.75,7'0.75'',102.5,8'6.50'',8.7,9.25,10.5,28.5,35.0,11.77,2.9,3.37,,naji-marshall
810,2007,201858,Cartier,Martin,Cartier Martin,SF,76.0,6' 4'',78.5,6' 6.5'',218.0,82.0,6' 10'',103.5,8' 7.5'',5.6,,,27.0,29.5,12.1,,3.43,11.0,cartier-martin
811,2015,1626185,Jarell,Martin,Jarell Martin,PF,80.0,6' 8'',81.25,6' 9.25'',238.6,81.0,6' 9'',106.5,8' 10.5'',10.1,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,jarell-martin
812,2018,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,6' 4.75'',78.0,6' 6'',195.8,82.0,6' 10'',101.5,8' 5.5'',7.0,8.5,8.75,29.0,36.5,10.43,2.75,3.26,6.0,caleb-martin
813,2018,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,6' 4.75'',78.0,6' 6'',188.6,82.25,6' 10.25'',102.5,8' 6.5'',5.45,8.5,9.0,29.0,36.5,10.64,3.05,3.09,4.0,cody-martin
814,2019,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7.0,cody-martin
815,2020,1630231,Kenyon,Martin Jr.,Kenyon Martin Jr.,SF-PF,78.0,6'6.00'',79.0,6'7.00'',213.2,79.25,6'7.25'',102.0,8'6.00'',5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,,kenyon-martin-jr
816,2017,1628412,Frank,Mason III,Frank Mason III,PG,71.0,5' 11'',72.0,6' 0'',188.8,75.25,6' 3.25'',94.0,7' 10'',4.3,8.0,9.25,34.0,41.0,11.41,3.09,3.18,15.0,frank-mason-iii
817,2002,-1,Chris,Massie,Chris Massie,PF,78.25,6' 6.25'',,,248.0,84.0,7' 0'',107.0,8' 11'',,,,,,,,,,chris-massie
818,2003,12090,Chris,Massie,Chris Massie,PF-C,78.5,6' 6.5'',,,259.0,85.0,7' 1'',106.5,8' 10.5'',14.8,,,26.5,33.0,12.48,,3.22,13.0,chris-massie
819,2018,1628999,Yante,Maten,Yante Maten,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',246.2,84.5,7' 0.5'',107.5,8' 11.5'',8.1,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18.0,yante-maten
820,2004,12000,Bryant,Matthews,Bryant Matthews,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',206.0,84.5,7' 0.5'',105.5,8' 9.5'',6.7,,,29.0,34.5,11.08,,3.13,13.0,bryant-matthews
821,2019,1629666,Charles,Matthews,Charles Matthews,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,charles-matthews
822,2005,101131,Jason,Maxiell,Jason Maxiell,PF,77.0,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,,,,,,,,jason-maxiell
823,2005,101118,Sean,May,Sean May,PF,79.0,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105.0,8' 9'',,,,30.0,33.0,11.04,,3.29,12.0,sean-may
824,2009,201953,Eric,Maynor,Eric Maynor,PG,74.25,6' 2.25'',75.25,6' 3.25'',163.6,74.5,6' 2.5'',97.0,8' 1'',5.4,,,28.5,31.5,10.78,,3.19,8.0,eric-maynor
825,2008,201564,O.J.,Mayo,O.J. Mayo,SG-PG,75.25,6' 3.25'',76.25,6' 4.25'',200.0,78.0,6' 6'',99.5,8' 3.5'',6.3,,,30.5,41.0,11.04,,3.14,7.0,oj-mayo
826,2008,201651,James,Mays,James Mays,PF,78.75,6' 6.75'',79.75,6' 7.75'',227.0,85.75,7' 1.75'',105.0,8' 9'',8.8,,,29.5,35.0,11.23,,3.19,13.0,james-mays
827,2020,1630219,Skylar,Mays,Skylar Mays,SG,75.0,6'3.00'',76.0,6'4.00'',204.0,78.0,6'6.00'',99.0,8'3.00'',7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,,skylar-mays
828,2008,201601,Luc,Mbah a Moute,Luc Mbah a Moute,SF,77.75,6' 5.75'',79.5,6' 7.5'',221.0,86.5,7' 2.5'',103.5,8' 7.5'',7.0,,,32.0,38.5,11.71,,3.17,11.0,luc-mbah-a-moute
829,2013,203522,Trevor,Mbakwe,Trevor Mbakwe,PF,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,30.0,36.5,12.01,2.97,3.32,21.0,trevor-mbakwe
830,2014,203949,James,McAdoo,James McAdoo,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.6,86.25,7' 2.25'',106.5,8' 10.5'',6.15,9.25,9.0,29.5,34.0,11.61,2.91,3.28,,james-mcadoo
831,2013,203492,Ray,McCallum,Ray McCallum,PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25,5.0,ray-mccallum
832,2011,12430,Demetri,McCamey,Demetri McCamey,PG,73.75,6' 1.75'',75.25,6' 3.25'',204.0,78.25,6' 6.25'',99.5,8' 3.5'',6.1,8.5,9.0,27.0,33.0,11.55,,3.19,,demetri-mccamey
833,2005,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',76.0,6' 4'',201.0,82.75,6' 10.75'',103.5,8' 7.5'',,,,32.5,34.5,10.39,,3.11,15.0,rashad-mccants
834,2016,1627775,Patrick,McCaw,Patrick McCaw,PG-SG,77.25,6' 5.25'',78.75,6' 6.75'',180.8,82.0,6' 10'',100.5,8' 4.5'',4.7,8.75,8.75,30.0,38.0,11.01,2.97,3.3,,patrick-mccaw
835,2000,2082,Dan,McClintock,Dan McClintock,C-PF,83.0,6' 11'',,,250.0,85.5,7' 1.5'',107.0,8' 11'',,,,33.0,35.0,11.52,,3.33,20.0,dan-mcclintock
836,2009,12282,Jack,McClinton,Jack McClinton,SG-PG,71.75,5' 11.75'',72.75,6' 0.75'',185.2,74.5,6' 2.5'',96.0,8' 0'',6.2,,,30.0,36.5,10.44,,3.21,13.0,jack-mcclinton
837,2013,203468,CJ,McCollum,CJ McCollum,PG-SG,74.25,6' 2.25'',75.25,6' 3.25'',197.0,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,cj-mccollum
838,2015,204456,TJ,McConnell,TJ McConnell,PG,72.5,6' 0.5'',74.0,6' 2'',187.8,74.0,6' 2'',96.5,8' 0.5'',7.3,7.5,7.0,26.0,31.5,10.95,3.09,3.3,7.0,tj-mcconnell
839,2018,1629000,Brandon,McCoy,Brandon McCoy,C,83.5,6' 11.5'',84.5,7' 0.5'',250.4,86.0,7' 2'',110.5,9' 2.5'',8.7,9.75,9.5,27.5,32.0,11.77,3.31,3.23,9.0,brandon-mccoy
840,2006,200840,Chris,McCray,Chris McCray,SG,75.0,6' 3'',76.0,6' 4'',187.0,77.75,6' 5.75'',96.5,8' 0.5'',9.6,,,30.5,39.0,11.46,,3.34,1.0,chris-mccray
841,2015,1626191,Chris,McCullough,Chris McCullough,PF,80.25,6' 8.25'',81.0,6' 9'',199.0,87.25,7' 3.25'',109.0,9' 1'',6.2,8.75,8.75,,,,,,,chris-mccullough
842,2014,203909,K.J.,McDaniels,K.J. McDaniels,SF,76.5,6' 4.5'',78.0,6' 6'',195.6,83.25,6' 11.25'',102.0,8' 6'',4.45,8.75,9.75,33.0,37.0,12.71,3.2,3.1,,kj-mcdaniels
843,2019,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0.0,jalen-mcdaniels
844,2014,203926,Doug,McDermott,Doug McDermott,SF,78.25,6' 6.25'',79.75,6' 7.75'',218.0,81.25,6' 9.25'',103.0,8' 7'',7.1,8.75,9.75,28.5,36.5,11.1,3.15,3.29,,doug-mcdermott
845,2003,12091,Will,McDonald,Will McDonald,C-PF,81.5,6' 9.5'',,,258.0,87.5,7' 3.5'',109.5,9' 1.5'',13.6,,,25.0,32.5,11.83,,3.42,17.0,will-mcdonald
846,2002,12055,Immanuel,McElroy,Immanuel McElroy,SG,74.25,6' 2.25'',,,191.0,78.5,6' 6.5'',100.0,8' 4'',,,,,,,,,9.0,immanuel-mcelroy
847,2005,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81.0,6' 9'',105.5,8' 9.5'',,,,26.5,32.0,10.64,,3.27,10.0,ivan-mcfarlin
848,2008,201580,JaVale,McGee,JaVale McGee,C-PF,83.0,6' 11'',84.0,7' 0'',241.0,90.0,7' 6'',114.5,9' 6.5'',5.3,,,27.0,32.5,12.75,,3.25,7.0,javale-mcgee
849,2002,12056,Aaron,McGhee,Aaron McGhee,PF-SF,79.0,6' 7'',,,255.0,82.0,6' 10'',105.5,8' 9.5'',,,,26.0,28.5,12.24,,,,aaron-mcghee
850,2007,201187,Dominic,McGuire,Dominic McGuire,SF,79.0,6' 7'',80.25,6' 8.25'',220.0,82.5,6' 10.5'',104.0,8' 8'',4.7,,,28.5,34.5,10.95,,3.25,12.0,dominic-mcguire
851,2013,203463,Ben,McLemore,Ben McLemore,SG,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,32.5,42.0,11.87,3.11,3.27,6.0,ben-mclemore
852,2006,201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',72.5,6' 0.5'',177.0,72.75,6' 0.75'',92.5,7' 8.5'',12.8,,,27.0,32.0,11.28,,3.4,3.0,gerry-mcnamara
853,2009,12283,Jerel,McNeal,Jerel McNeal,SG,73.5,6' 1.5'',75.0,6' 3'',190.4,79.25,6' 7.25'',99.5,8' 3.5'',5.4,,,31.5,36.5,10.61,,3.25,10.0,jerel-mcneal
854,2014,203895,Jordan,McRae,Jordan McRae,SG,75.75,6' 3.75'',77.25,6' 5.25'',179.4,84.5,7' 0.5'',104.0,8' 8'',5.2,8.75,8.5,27.5,34.5,11.07,3.15,3.39,,jordan-mcrae
855,2007,201177,Josh,McRoberts,Josh McRoberts,PF,80.0,6' 8'',82.0,6' 10'',240.0,85.0,7' 1'',106.5,8' 10.5'',13.7,,,27.5,31.5,11.7,,3.47,12.0,josh-mcroberts
856,2009,201975,Jodie,Meeks,Jodie Meeks,SG,75.0,6' 3'',76.0,6' 4'',211.4,76.5,6' 4.5'',98.0,8' 2'',8.0,,,28.5,37.0,10.96,,3.1,14.0,jodie-meeks
857,2017,1628452,Kennedy,Meeks,Kennedy Meeks,C,80.75,6' 8.75'',82.25,6' 10.25'',276.6,85.0,7' 1'',106.0,8' 10'',11.5,8.75,8.75,28.0,30.5,12.91,3.35,3.5,15.0,kennedy-meeks
858,2007,201197,Sammy,Mejia,Sammy Mejia,SG,77.0,6' 5'',79.0,6' 7'',218.0,83.0,6' 11'',105.0,8' 9'',8.3,,,27.0,31.5,11.87,,3.49,7.0,sammy-mejia
859,2012,203097,Fab,Melo,Fab Melo,C,82.75,6' 10.75'',84.0,7' 0'',255.0,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,29.5,31.0,12.14,,3.44,9.0,fab-melo
860,2018,1629001,DeAnthony,Melton,DeAnthony Melton,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',193.2,80.5,6' 8.5'',99.5,8' 3.5'',5.2,8.5,9.5,31.0,36.5,11.48,3.33,3.23,1.0,deanthony-melton
861,2004,12001,Marcus,Melvin,Marcus Melvin,SF-PF,78.75,6' 6.75'',80.5,6' 8.5'',241.0,84.0,7' 0'',105.5,8' 9.5'',10.5,,,25.0,30.5,11.81,,3.33,11.0,marcus-melvin
862,2004,2822,Rich,Melzer,Rich Melzer,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',229.0,86.0,7' 2'',107.0,8' 11'',12.4,,,24.5,28.5,11.74,,3.39,8.0,rich-melzer
863,2005,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84.0,7' 0'',106.5,8' 10.5'',,,,29.0,33.0,11.7,,3.24,14.0,juan-mendez
864,2006,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',81.0,6' 9'',232.0,84.0,7' 0'',105.5,8' 9.5'',5.8,,,31.5,36.0,11.47,,3.29,19.0,pops-mensah-bonsu
865,2018,1629002,Chimezie,Metu,Chimezie Metu,PF-C,80.5,6' 8.5'',81.5,6' 9.5'',219.6,84.5,7' 0.5'',108.0,9' 0'',5.05,9.0,9.25,29.5,36.0,11.89,3.25,3.33,5.0,chimezie-metu
866,2000,2087,Pete,Mickeal,Pete Mickeal,SG-SF,77.0,6' 5'',,,222.0,81.5,6' 9.5'',103.5,8' 7.5'',,,,28.0,34.5,10.83,,3.06,8.0,pete-mickeal
867,2015,1626175,Jordan,Mickey,Jordan Mickey,PF,79.0,6' 7'',80.25,6' 8.25'',238.0,87.25,7' 3.25'',106.0,8' 10'',7.2,8.75,9.5,33.0,37.5,11.72,3.13,3.28,9.0,jordan-mickey
868,2012,203114,Khris,Middleton,Khris Middleton,SF,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,28.0,31.0,11.45,,3.47,4.0,khris-middleton
869,2005,101223,Aaron,Miles,Aaron Miles,PG,72.0,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94.0,7' 10'',,,,32.0,37.5,10.69,,3.22,7.0,aaron-miles
870,2003,2545,Darko,Milicic,Darko Milicic,PF,83.5,6' 11.5'',,,250.0,89.0,7' 5'',111.5,9' 3.5'',8.0,,,26.5,32.5,11.3,,3.36,13.0,darko-milicic
871,2006,200859,Paul,Miller,Paul Miller,PF-C,80.5,6' 8.5'',81.25,6' 9.25'',251.0,84.0,7' 0'',101.5,8' 5.5'',13.8,,,29.0,35.5,12.25,,3.66,25.0,paul-miller
872,2012,203113,Quincy,Miller,Quincy Miller,SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,30.5,36.0,11.05,,3.48,8.0,quincy-miller
873,2012,203121,Darius,Miller,Darius Miller,SF-SG,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,33.0,37.0,11.34,,3.31,14.0,darius-miller
874,2009,201988,Patty,Mills,Patty Mills,PG,71.25,5' 11.25'',72.5,6' 0.5'',175.4,74.0,6' 2'',95.0,7' 11'',6.9,,,27.5,33.0,10.87,,3.1,8.0,patty-mills
875,2006,200794,Paul,Millsap,Paul Millsap,PF,78.25,6' 6.25'',79.25,6' 7.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',9.7,,,28.5,32.5,11.67,,3.3,15.0,paul-millsap
876,2018,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,6' 4.5'',77.5,6' 5.5'',207.2,84.75,7' 0.75'',99.5,8' 3.5'',6.8,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2.0,shake-milton
877,2002,12057,Elvin,Mims,Elvin Mims,SF-SG,76.25,6' 4.25'',,,211.0,85.5,7' 1.5'',105.5,8' 9.5'',,,,32.0,38.0,11.17,,3.22,7.0,elvin-mims
878,2004,2777,Ricky,Minard,Ricky Minard,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',198.0,79.0,6' 7'',101.5,8' 5.5'',8.0,,,27.5,33.0,10.94,,3.1,13.0,ricky-minard
879,2001,12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',,,207.0,80.25,6' 8.25'',99.5,8' 3.5'',6.7,,,29.0,41.0,10.57,,3.15,9.0,demarcus-minor
880,2006,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,6' 2'',75.25,6' 3.25'',208.0,78.5,6' 6.5'',98.5,8' 2.5'',4.5,,,37.5,41.5,11.45,,3.16,17.0,dwayne-mitchell
881,2012,203183,Tony,Mitchell,Tony Mitchell,SG,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,31.5,40.0,11.72,,3.47,14.0,tony-mitchell
882,2013,203502,Tony,Mitchell,Tony Mitchell,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,33.5,38.0,11.82,3.25,3.52,13.0,tony-mitchell
883,2017,1628378,Donovan,Mitchell,Donovan Mitchell,SG,73.25,6' 1.25'',75.0,6' 3'',211.4,82.0,6' 10'',97.0,8' 1'',5.9,8.5,9.5,36.5,40.5,11.53,3.07,3.01,10.0,donovan-mitchell
884,2010,202328,Greg,Monroe,Greg Monroe,PF-C,81.75,6' 9.75'',83.0,6' 11'',246.6,86.25,7' 2.25'',108.5,9' 0.5'',11.2,8.75,9.5,25.0,29.0,12.1,,3.35,15.0,greg-monroe
885,2000,12145,Brian,Montonati,Brian Montonati,PF,80.75,6' 8.75'',,,215.0,82.5,6' 10.5'',106.0,8' 10'',,,,25.0,29.0,11.85,,3.53,5.0,brian-montonati
886,2001,200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',,,185.0,83.5,6' 11.5'',103.0,8' 7'',5.3,,,33.0,43.0,11.64,,3.08,0.0,jamario-moon
887,2004,12002,James,Moore,James Moore,PF-SF,78.5,6' 6.5'',80.0,6' 8'',198.0,84.5,7' 0.5'',107.0,8' 11'',8.0,,,28.5,32.5,11.01,,3.21,,james-moore
888,2004,12003,Marcus,Moore,Marcus Moore,PG-SG,76.0,6' 4'',77.25,6' 5.25'',202.0,81.0,6' 9'',101.5,8' 5.5'',14.8,,,25.0,30.0,11.31,,3.34,,marcus-moore
889,2011,202734,E'Twaun,Moore,E'Twaun Moore,SG,74.5,6' 2.5'',76.0,6' 4'',191.4,81.5,6' 9.5'',99.5,8' 3.5'',7.6,9.0,10.0,32.0,34.5,11.12,,3.31,,etwaun-moore
890,2004,12004,Michel,Morandais,Michel Morandais,SG-SF,75.75,6' 3.75'',76.75,6' 4.75'',205.0,83.5,6' 11.5'',102.0,8' 6'',8.6,,,30.5,33.5,11.45,,3.22,16.0,michel-morandais
892,2011,202693,Markieff,Morris,Markieff Morris,PF,79.75,6' 7.75'',81.25,6' 9.25'',240.8,82.75,6' 10.75'',106.5,8' 10.5'',10.2,8.5,8.25,27.0,31.5,,,3.4,11.0,markieff-morris
893,2011,202694,Marcus,Morris,Marcus Morris,PF-SF,79.0,6' 7'',80.75,6' 8.75'',229.6,82.0,6' 10'',105.5,8' 9.5'',8.0,8.25,8.5,29.0,33.0,,,3.15,11.0,marcus-morris
894,2011,202721,Darius,Morris,Darius Morris,PG-SG,75.25,6' 3.25'',77.25,6' 5.25'',190.0,79.5,6' 7.5'',102.0,8' 6'',5.3,8.75,10.0,24.5,32.0,11.0,,3.2,12.0,darius-morris
895,2017,1628420,Monte,Morris,Monte Morris,PG,73.25,6' 1.25'',74.5,6' 2.5'',175.2,76.0,6' 4'',96.5,8' 0.5'',6.9,8.25,8.75,28.0,33.5,11.0,3.2,3.19,8.0,monte-morris
896,2006,200747,Adam,Morrison,Adam Morrison,SF,78.5,6' 6.5'',79.75,6' 7.75'',198.0,82.0,6' 10'',105.0,8' 9'',6.8,,,25.5,30.5,11.46,,3.37,11.0,adam-morrison
897,2017,1628405,Johnathan,Motley,Johnathan Motley,PF,79.75,6' 7.75'',80.75,6' 8.75'',238.2,88.0,7' 4'',108.0,9' 0'',,9.0,9.5,,,,,,,johnathan-motley
898,2012,203102,Arnett,Moultrie,Arnett Moultrie,PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,33.5,37.5,11.32,,3.22,10.0,arnett-moultrie
899,2002,12058,Byron,Mouton,Byron Mouton,SG-SF,76.5,6' 4.5'',,,213.0,82.25,6' 10.25'',102.0,8' 6'',,,,24.0,30.0,11.84,,3.1,7.0,byron-mouton
900,2013,203498,Shabazz,Muhammad,Shabazz Muhammad,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,shabazz-muhammad
901,2009,201957,Byron,Mullens,Byron Mullens,C,83.75,6' 11.75'',85.25,7' 1.25'',258.2,85.5,7' 1.5'',111.0,9' 3'',8.5,,,28.5,32.5,11.1,,3.45,10.0,byron-mullens
902,2000,2508,Gabe,Muoneke,Gabe Muoneke,PF-SF,78.25,6' 6.25'',,,244.0,84.5,7' 0.5'',105.0,8' 9'',,,,30.5,34.0,11.0,,3.4,22.0,gabe-muoneke
903,2001,2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',,,230.0,83.0,6' 11'',105.5,8' 9.5'',11.7,,,28.5,34.5,11.22,,3.43,11.0,troy-murphy
904,2012,203122,Kevin,Murphy,Kevin Murphy,SG,77.0,6' 5'',78.25,6' 6.25'',194.0,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,31.0,36.5,10.97,,3.42,11.0,kevin-murphy
905,2013,203513,Erik,Murphy,Erik Murphy,PF,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57,13.0,erik-murphy
906,2002,2436,Ronald,Murray,Ronald Murray,SG,75.0,6' 3'',,,197.0,79.5,6' 7.5'',100.5,8' 4.5'',,,,31.0,36.5,11.13,,3.16,9.0,ronald-murray
907,2013,203488,Mike,Muscala,Mike Muscala,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,28.0,33.5,11.76,2.99,3.44,5.0,mike-muscala
908,2017,1629004,Svi,Mykhailiuk,Svi Mykhailiuk,SG-SF,78.5,6' 6.5'',79.5,6' 7.5'',219.6,77.0,6' 5'',100.0,8' 4'',11.4,8.0,9.25,27.0,33.0,12.4,3.25,3.53,8.0,svi-mykhailiuk
909,2018,1629004,Sviatoslav,Mykhailiuk,Sviatoslav Mykhailiuk,SG-SF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,76.75,6' 4.75'',100.0,8' 4'',8.45,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4.0,sviatoslav-mykhailiuk
910,2005,12116,Ellis,Myles,Ellis Myles,PF,78.0,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,,26.0,28.5,12.8,,3.42,15.0,ellis-myles
911,2000,12146,Ndongo,N'diaye,Ndongo N'diaye,C,83.5,6' 11.5'',,,208.0,87.5,7' 3.5'',112.5,9' 4.5'',,,,24.5,27.5,13.16,,3.69,4.0,ndongo-ndiaye
912,2000,2059,Eduardo,Najera,Eduardo Najera,PF-SF,78.5,6' 6.5'',,,234.5,83.5,6' 11.5'',104.5,8' 8.5'',,,,28.0,35.0,11.38,,3.45,15.0,eduardo-najera
913,2015,2006,Larry,Nance,Larry Nance,PF,79.5,6' 7.5'',80.5,6' 8.5'',226.6,85.5,7' 1.5'',108.0,9' 0'',6.4,9.0,9.75,29.0,37.5,10.93,3.01,3.25,10.0,larry-nance
914,2014,203894,Shabazz,Napier,Shabazz Napier,PG,71.0,5' 11'',73.0,6' 1'',175.2,75.25,6' 3.25'',93.0,7' 9'',7.35,8.25,8.5,30.5,37.5,11.6,3.13,3.2,,shabazz-napier
915,2008,12263,Drew,Neitzel,Drew Neitzel,PG,71.75,5' 11.75'',72.75,6' 0.75'',175.5,74.5,6' 2.5'',95.0,7' 11'',6.2,,,25.5,32.0,11.19,,3.2,10.0,drew-neitzel
916,2004,2749,Jameer,Nelson,Jameer Nelson,PG,71.0,5' 11'',72.5,6' 0.5'',199.0,74.5,6' 2.5'',95.0,7' 11'',8.0,,,28.5,33.5,10.95,,3.14,15.0,jameer-nelson
917,2008,201634,DeMarcus,Nelson,DeMarcus Nelson,PG-SG,73.0,6' 1'',74.25,6' 2.25'',198.0,82.0,6' 10'',98.5,8' 2.5'',4.5,,,34.5,38.5,10.54,,3.13,19.0,demarcus-nelson
918,2007,12224,Brad,Newley,Brad Newley,SG,77.0,6' 5'',78.5,6' 6.5'',201.0,80.0,6' 8'',102.5,8' 6.5'',8.0,,,29.5,31.5,11.77,,3.29,3.0,brad-newley
919,2016,1629005,Malik,Newman,Malik Newman,SG,74.25,6' 2.25'',75.5,6' 3.5'',182.2,77.75,6' 5.75'',97.5,8' 1.5'',5.6,8.25,9.25,30.0,35.5,10.88,3.11,3.28,,malik-newman
920,2018,1629005,Malik,Newman,Malik Newman,SG,74.5,6' 2.5'',75.25,6' 3.25'',189.2,77.5,6' 5.5'',98.5,8' 2.5'',6.25,8.5,9.5,27.5,33.5,10.9,3.18,3.13,,malik-newman
921,2003,12092,Jeff,Newton,Jeff Newton,PF,80.0,6' 8'',,,199.0,85.0,7' 1'',106.0,8' 10'',5.3,,,27.5,34.0,11.18,,3.23,9.0,jeff-newton
922,2016,1627777,Georges,Niang,Georges Niang,PF,78.75,6' 6.75'',80.5,6' 8.5'',230.8,82.0,6' 10'',103.0,8' 7'',10.05,9.25,9.25,25.0,31.0,11.64,3.17,3.49,,georges-niang
923,2007,201193,Demetris,Nichols,Demetris Nichols,SF,78.0,6' 6'',79.5,6' 7.5'',211.0,84.25,7' 0.25'',105.0,8' 9'',6.2,,,28.5,32.5,10.39,,3.38,16.0,demetris-nichols
